transaction_id,Date,location_id,platform_id,game_edition_id,sales_channel_id,retailer_id,release_phase_id,special_event_id,season,units_sold,gross_revenue_usd,average_selling_price_usd,discount_percentage,online_players,story_mode_players,dlc_revenue_usd,holiday_season
GTA5-112271,30/04/2024,72,3,2,2,7,4,2,Spring,230,3397.1,14.77,1.5,12690,5043,7497.32,0
GTA5-112258,30/04/2024,73,7,4,2,9,2,2,Spring,373,5117.56,13.72,8.5,20726,12358,16892.22,0
GTA5-112259,30/04/2024,74,7,2,2,8,2,2,Spring,1165,15471.2,13.28,11.4,36005,27289,33521.52,0
GTA5-112207,30/04/2024,75,3,2,2,10,4,2,Spring,880,11158.4,12.68,15.4,50588,32066,26646.47,0
GTA5-112272,30/04/2024,76,6,2,2,7,2,2,Spring,141,1955.67,13.87,7.5,5643,3805,2531.26,0
GTA5-112210,30/04/2024,77,5,2,2,9,4,2,Spring,794,8964.26,11.29,24.7,32421,17084,17234.41,0
GTA5-112214,30/04/2024,78,7,3,2,8,2,2,Spring,430,5774.9,13.43,10.4,21138,11767,14154.26,0
GTA5-112244,30/04/2024,79,3,2,2,9,4,2,Spring,1276,17481.2,13.7,8.6,46577,30806,25124.41,0
GTA5-112232,30/04/2024,80,7,1,2,9,2,2,Spring,465,5891.55,12.67,15.5,22108,7757,7014.69,0
GTA5-112242,30/04/2024,81,3,2,2,10,4,2,Spring,184,2568.64,13.96,6.9,8179,3551,4847.29,0
GTA5-112269,30/04/2024,82,7,2,2,9,2,2,Spring,497,6401.36,12.88,14.1,15946,10947,8931.01,0
GTA5-112255,30/04/2024,83,3,1,2,7,4,2,Spring,292,4155.16,14.23,5.1,16206,7190,13370.31,0
GTA5-112234,30/04/2024,84,5,2,2,7,4,2,Spring,708,9395.16,13.27,11.5,25253,18329,10070.79,0
GTA5-112203,30/04/2024,85,5,4,2,11,4,2,Spring,2003,27200.74,13.58,9.4,79630,41362,59245.55,0
GTA5-112193,30/04/2024,86,6,1,2,10,2,2,Spring,3461,44473.85,12.85,14.3,125566,101193,50671.13,0
GTA5-112201,30/04/2024,87,4,2,2,11,4,2,Spring,93,1144.83,12.31,17.9,4437,2367,2882.41,0
GTA5-112280,30/04/2024,88,3,2,2,9,4,2,Spring,690,7872.9,11.41,23.9,20007,11967,14070.28,0
GTA5-112357,31/05/2024,1,4,2,2,10,4,7,Spring,322,2308.74,7.17,52.2,7367,4944,5659.08,0
GTA5-112285,31/05/2024,2,3,2,2,8,4,7,Spring,657,6813.09,10.37,30.8,13397,9535,6820.7,0
GTA5-112373,31/05/2024,2,4,1,2,7,4,7,Spring,786,6665.28,8.48,43.4,15022,10310,16868.65,0
GTA5-112318,31/05/2024,3,5,1,2,7,4,7,Spring,303,2469.45,8.15,45.6,5949,3162,2824.58,0
GTA5-112332,31/05/2024,4,3,2,2,8,4,7,Spring,2431,19302.14,7.94,47,70398,28337,61728.62,0
GTA5-112322,31/05/2024,5,3,2,2,7,4,7,Spring,1017,8736.03,8.59,42.7,22989,9052,21830.76,0
GTA5-112349,31/05/2024,6,4,3,2,11,4,7,Spring,348,2627.4,7.55,49.6,7716,3237,4132.31,0
GTA5-112333,31/05/2024,7,3,2,2,11,4,7,Spring,439,3630.53,8.27,44.8,10570,4374,9164.93,0
GTA5-112316,31/05/2024,8,4,1,2,7,4,7,Spring,400,2664,6.66,55.6,9296,6217,7763.23,0
GTA5-112331,31/05/2024,9,7,3,2,8,2,7,Spring,764,7326.76,9.59,36,16796,9758,9346.46,0
GTA5-112284,31/05/2024,10,5,2,2,8,4,7,Spring,1730,14964.5,8.65,42.3,53172,19417,33551.08,0
GTA5-112372,31/05/2024,10,3,2,2,10,4,7,Spring,2036,13030.4,6.4,57.3,33477,24509,24071.13,0
GTA5-112347,31/05/2024,11,7,1,2,8,2,7,Spring,404,3741.04,9.26,38.2,12182,5751,9230.16,0
GTA5-112365,31/05/2024,12,6,2,2,7,2,7,Spring,115,1101.7,9.58,36.1,2215,1664,1312.25,0
GTA5-112282,31/05/2024,13,6,2,2,11,2,7,Spring,1358,13946.66,10.27,31.5,44328,20701,19367.17,0
GTA5-112370,31/05/2024,13,7,2,2,8,2,7,Spring,1140,6680.4,5.86,60.9,34312,12094,33044.87,0
GTA5-112286,31/05/2024,14,4,2,2,10,4,7,Spring,397,3541.24,8.92,40.5,11174,5056,6935.74,0
GTA5-112374,31/05/2024,14,7,2,2,10,2,7,Spring,347,2932.15,8.45,43.6,9138,4394,8537.36,0
GTA5-112306,31/05/2024,15,3,2,2,9,4,7,Spring,3742,28214.68,7.54,49.7,108218,37711,47714.23,0
GTA5-112287,31/05/2024,16,4,1,2,10,4,7,Spring,387,3185.01,8.23,45.1,13224,7817,5741.18,0
GTA5-112375,31/05/2024,16,7,2,2,9,2,7,Spring,246,2858.52,11.62,22.5,12021,4337,10470.34,0
GTA5-112366,31/05/2024,17,7,2,2,7,2,7,Spring,398,3219.82,8.09,46,8296,6311,5764.72,0
GTA5-112321,31/05/2024,18,7,2,2,8,2,7,Spring,193,1495.75,7.75,48.3,5362,2494,1484.04,0
GTA5-112312,31/05/2024,19,4,3,2,11,4,7,Spring,802,5060.62,6.31,57.9,11984,9170,4750.38,0
GTA5-112300,31/05/2024,20,5,2,2,11,4,7,Spring,1076,7047.8,6.55,56.3,23715,17184,14140.39,0
GTA5-112290,31/05/2024,21,4,1,2,11,4,7,Spring,127,1109.98,8.74,41.7,4954,2194,1903.16,0
GTA5-112378,31/05/2024,21,4,2,2,10,4,7,Spring,111,927.96,8.36,44.2,3247,2086,978.45,0
GTA5-112325,31/05/2024,22,6,1,2,8,2,7,Spring,693,4102.56,5.92,60.5,15961,12302,9336.49,0
GTA5-112327,31/05/2024,23,5,2,2,8,4,7,Spring,476,2955.96,6.21,58.6,10461,8525,11406.88,0
GTA5-112315,31/05/2024,24,3,2,2,10,4,7,Spring,240,1672.8,6.97,53.5,5006,2931,1542.85,0
GTA5-112320,31/05/2024,25,4,1,2,11,4,7,Spring,116,1048.64,9.04,39.7,2443,1029,1069.85,0
GTA5-112301,31/05/2024,26,3,4,2,9,4,7,Spring,942,7413.54,7.87,47.5,21483,15265,10495.61,0
GTA5-112293,31/05/2024,27,3,2,2,9,4,7,Spring,2756,25493,9.25,38.3,47873,33289,29303.37,0
GTA5-112342,31/05/2024,28,6,1,2,7,2,7,Spring,196,1897.28,9.68,35.4,8561,4549,4611.77,0
GTA5-112292,31/05/2024,29,7,4,2,10,2,7,Spring,2483,18498.35,7.45,50.3,84009,32302,48377.01,0
GTA5-112319,31/05/2024,30,5,2,2,11,4,7,Spring,380,3161.6,8.32,44.5,8775,6964,4796.31,0
GTA5-112309,31/05/2024,31,3,3,2,8,4,7,Spring,597,4232.73,7.09,52.7,20602,9569,13650.94,0
GTA5-112310,31/05/2024,32,3,2,2,10,4,7,Spring,1387,9459.34,6.82,54.5,34346,24807,40198.59,0
GTA5-112360,31/05/2024,33,6,2,2,9,2,7,Spring,626,4663.7,7.45,50.3,12074,8318,11012.29,0
GTA5-112356,31/05/2024,34,5,1,2,10,4,7,Spring,297,3151.17,10.61,29.2,10416,3910,5655.09,0
GTA5-112345,31/05/2024,35,5,2,2,9,4,7,Spring,2239,19389.74,8.66,42.2,64084,47324,42379.8,0
GTA5-112330,31/05/2024,36,6,2,2,11,2,7,Spring,1323,12806.64,9.68,35.4,23221,12114,13715.81,0
GTA5-112338,31/05/2024,37,5,1,2,10,4,7,Spring,287,2083.62,7.26,51.6,8106,3944,7382.69,0
GTA5-112359,31/05/2024,38,5,2,2,11,4,7,Spring,866,5481.78,6.33,57.8,21272,9984,10055.57,0
GTA5-112346,31/05/2024,39,5,4,2,9,4,7,Spring,1515,12483.6,8.24,45,17698,11786,11633.44,0
GTA5-112294,31/05/2024,40,5,2,2,7,4,7,Spring,2491,22070.26,8.86,40.9,57511,22226,65856.1,0
GTA5-112334,31/05/2024,41,3,2,2,7,4,7,Spring,3261,25468.41,7.81,47.9,78572,51248,63690.34,0
GTA5-112361,31/05/2024,42,4,3,2,9,4,7,Spring,348,2794.44,8.03,46.4,6071,3607,5277.01,0
GTA5-112363,31/05/2024,43,5,3,2,7,4,7,Spring,485,4185.55,8.63,42.4,12179,9128,4766.1,0
GTA5-112353,31/05/2024,44,5,2,2,8,4,7,Spring,445,3613.4,8.12,45.8,11518,6758,10095.97,0
GTA5-112303,31/05/2024,45,4,2,2,7,4,7,Spring,524,4710.76,8.99,40,12128,4298,13625.55,0
GTA5-112350,31/05/2024,46,5,1,2,9,4,7,Spring,392,3767.12,9.61,35.9,10911,5036,8518.49,0
GTA5-112314,31/05/2024,47,7,2,2,8,2,7,Spring,158,1278.22,8.09,46,4574,3073,2835.44,0
GTA5-112311,31/05/2024,48,6,3,2,7,2,7,Spring,463,4579.07,9.89,34,11821,6379,5700.41,0
GTA5-112354,31/05/2024,49,4,2,2,8,4,7,Spring,353,3011.09,8.53,43.1,9860,6825,3367.87,0
GTA5-112340,31/05/2024,50,5,2,2,9,4,7,Spring,1013,5449.94,5.38,64.1,38380,15226,27220.41,0
GTA5-112283,31/05/2024,51,3,4,2,11,4,7,Spring,1342,8011.74,5.97,60.2,32564,19280,27433.61,0
GTA5-112371,31/05/2024,51,7,2,2,9,2,7,Spring,1250,9950,7.96,46.9,28114,16759,15762.96,0
GTA5-112352,31/05/2024,52,5,2,2,11,4,7,Spring,519,4972.02,9.58,36.1,11730,6323,9508.69,0
GTA5-112341,31/05/2024,53,6,3,2,10,2,7,Spring,168,1463.28,8.71,41.9,3209,2449,2757.79,0
GTA5-112336,31/05/2024,54,5,1,2,11,4,7,Spring,200,1624,8.12,45.8,3909,1873,1832.08,0
GTA5-112296,31/05/2024,55,4,2,2,8,4,7,Spring,1457,8217.48,5.64,62.4,30345,22673,20907.64,0
GTA5-112368,31/05/2024,56,7,4,2,9,2,7,Spring,844,5469.12,6.48,56.8,15827,11469,5848.98,0
GTA5-112326,31/05/2024,57,7,4,2,8,2,7,Spring,598,4622.54,7.73,48.4,15435,8810,17261.33,0
GTA5-112299,31/05/2024,58,6,2,2,8,2,7,Spring,784,7353.92,9.38,37.4,24281,11848,15838.2,0
GTA5-112367,31/05/2024,59,6,3,2,10,2,7,Spring,371,3101.56,8.36,44.2,8188,5982,5054.77,0
GTA5-112343,31/05/2024,60,4,1,2,8,4,7,Spring,498,4083.6,8.2,45.3,10150,6047,5433.82,0
GTA5-112288,31/05/2024,61,5,1,2,9,4,7,Spring,472,3540,7.5,50,6412,5168,2666.14,0
GTA5-112376,31/05/2024,61,3,2,2,10,4,7,Spring,352,3217.28,9.14,39,11891,4226,9450.17,0
GTA5-112335,31/05/2024,62,4,4,2,7,4,7,Spring,889,5440.68,6.12,59.2,15041,12028,6280.59,0
GTA5-112297,31/05/2024,63,4,2,2,8,4,7,Spring,1018,10638.1,10.45,30.3,29794,22062,15271.43,0
GTA5-112362,31/05/2024,64,7,4,2,7,2,7,Spring,616,5445.44,8.84,41,14259,9742,15778.11,0
GTA5-112348,31/05/2024,65,7,1,2,9,2,7,Spring,307,2830.54,9.22,38.5,13543,7100,8318.54,0
GTA5-112364,31/05/2024,66,5,2,2,9,4,7,Spring,933,5047.53,5.41,63.9,26563,9910,27844.75,0
GTA5-112313,31/05/2024,67,7,2,2,8,2,7,Spring,987,8162.49,8.27,44.8,34195,21371,16853.18,0
GTA5-112344,31/05/2024,68,3,2,2,10,4,7,Spring,1009,8737.94,8.66,42.2,30189,18226,18598.16,0
GTA5-112308,31/05/2024,69,6,2,2,8,2,7,Spring,402,3336.6,8.3,44.6,12753,5828,4756.25,0
GTA5-112324,31/05/2024,70,5,2,2,8,4,7,Spring,1510,9754.6,6.46,56.9,28356,17036,15935.64,0
GTA5-112329,31/05/2024,71,4,2,2,11,4,7,Spring,260,2688.4,10.34,31,7949,3675,3994.15,0
GTA5-112337,31/05/2024,72,3,1,2,9,4,7,Spring,464,3832.64,8.26,44.9,12458,5102,10632.05,0
GTA5-112339,31/05/2024,73,4,2,2,9,4,7,Spring,711,5979.51,8.41,43.9,16215,9816,5875.15,0
GTA5-112317,31/05/2024,74,6,3,2,10,2,7,Spring,2493,19021.59,7.63,49.1,57845,21316,24386.31,0
GTA5-112295,31/05/2024,75,4,2,2,11,4,7,Spring,1280,11084.8,8.66,42.2,58719,19625,47433.66,0
GTA5-112305,31/05/2024,76,7,2,2,7,2,7,Spring,196,1566.04,7.99,46.7,4861,1921,1696.89,0
GTA5-112298,31/05/2024,77,7,2,2,11,2,7,Spring,720,5738.4,7.97,46.8,21085,13256,10472.05,0
GTA5-112302,31/05/2024,78,6,2,2,11,2,7,Spring,609,5949.93,9.77,34.8,23809,12654,12034.66,0
GTA5-112307,31/05/2024,79,5,2,2,11,4,7,Spring,1765,12566.8,7.12,52.5,44932,19937,20754.77,0
GTA5-112355,31/05/2024,80,3,2,2,11,4,7,Spring,1159,9816.73,8.47,43.5,23072,16537,14993.31,0
GTA5-112328,31/05/2024,81,3,3,2,10,4,7,Spring,243,2707.02,11.14,25.7,8414,4339,4930.94,0
GTA5-112358,31/05/2024,82,4,1,2,7,4,7,Spring,758,7655.8,10.1,32.6,24541,14166,17210.36,0
GTA5-112304,31/05/2024,83,5,2,2,10,4,7,Spring,492,3758.88,7.64,49,14028,6868,12369.26,0
GTA5-112323,31/05/2024,84,7,3,2,10,2,7,Spring,944,6692.96,7.09,52.7,20532,13628,14300.79,0
GTA5-112291,31/05/2024,85,7,2,2,10,2,7,Spring,2169,17850.87,8.23,45.1,56295,26209,17756.55,0
GTA5-112369,31/05/2024,86,5,2,2,11,4,7,Spring,6906,41090.7,5.95,60.3,138814,73682,64022.7,0
GTA5-112281,31/05/2024,86,4,2,2,7,4,7,Spring,6480,41601.6,6.42,57.2,112217,58598,57131.19,0
GTA5-112377,31/05/2024,87,5,4,2,10,4,7,Spring,235,1922.3,8.18,45.4,4135,1646,1368.82,0
GTA5-112289,31/05/2024,87,3,1,2,7,4,7,Spring,154,1724.8,11.2,25.3,3798,1725,2098.65,0
GTA5-112351,31/05/2024,88,4,2,2,8,4,7,Spring,719,6607.61,9.19,38.7,21366,10194,8164.41,0
GTA5-112422,30/06/2024,1,4,2,2,8,4,8,Summer,195,2484.3,12.74,15,8099,5241,4393.31,0
GTA5-112383,30/06/2024,2,5,1,2,11,4,8,Summer,1187,6457.28,5.44,63.7,28477,9874,26739.48,0
GTA5-112471,30/06/2024,2,6,2,2,7,2,8,Summer,496,4692.16,9.46,36.9,14877,6744,12269.66,0
GTA5-112411,30/06/2024,3,3,3,2,7,4,8,Summer,227,1486.85,6.55,56.3,3821,3005,3272.24,0
GTA5-112403,30/06/2024,4,6,1,2,10,2,8,Summer,1786,18020.74,10.09,32.7,75119,29547,60522.75,0
GTA5-112404,30/06/2024,5,3,1,2,11,4,8,Summer,896,7436.8,8.3,44.6,20681,11352,12234.61,0
GTA5-112462,30/06/2024,6,5,1,2,11,4,8,Summer,355,2712.2,7.64,49,7119,5615,6343.01,0
GTA5-112418,30/06/2024,7,6,2,2,8,2,8,Summer,320,3136,9.8,34.6,10693,4012,5035.46,0
GTA5-112438,30/06/2024,8,3,2,2,10,4,8,Summer,371,2890.09,7.79,48,10934,7090,6499.87,0
GTA5-112453,30/06/2024,9,3,2,2,9,4,8,Summer,953,5174.79,5.43,63.8,32829,19793,16616.09,0
GTA5-112382,30/06/2024,10,5,4,2,7,4,8,Summer,2129,16372.01,7.69,48.7,57491,26615,39319.42,0
GTA5-112470,30/06/2024,10,6,2,2,10,2,8,Summer,1408,11123.2,7.9,47.3,29067,16208,12027.9,0
GTA5-112459,30/06/2024,11,4,1,2,8,4,8,Summer,419,4164.86,9.94,33.7,9928,5949,4380.84,0
GTA5-112466,30/06/2024,12,4,1,2,10,4,8,Summer,107,757.56,7.08,52.8,2721,921,2497.26,0
GTA5-112468,30/06/2024,13,6,2,2,10,2,8,Summer,1611,8022.78,4.98,66.8,46195,16745,33851.57,0
GTA5-112380,30/06/2024,13,4,2,2,10,4,8,Summer,1264,9505.28,7.52,49.8,62062,20916,55106.28,0
GTA5-112472,30/06/2024,14,5,1,2,10,4,8,Summer,439,3270.55,7.45,50.3,15516,6674,6015.59,0
GTA5-112384,30/06/2024,14,3,1,2,10,4,8,Summer,428,4040.32,9.44,37,9507,7430,3479.57,0
GTA5-112405,30/06/2024,15,5,1,2,7,4,8,Summer,2925,21791.25,7.45,50.3,86885,37815,79880.5,0
GTA5-112385,30/06/2024,16,4,1,2,8,4,8,Summer,476,3298.68,6.93,53.8,9242,6465,4951.64,0
GTA5-112473,30/06/2024,16,7,1,2,11,2,8,Summer,368,3242.08,8.81,41.2,8606,4173,4801.59,0
GTA5-112431,30/06/2024,17,5,2,2,11,4,8,Summer,437,3898.04,8.92,40.5,11482,6492,7598.53,0
GTA5-112450,30/06/2024,18,3,2,2,8,4,8,Summer,352,1978.24,5.62,62.5,7981,3091,5435.01,0
GTA5-112413,30/06/2024,19,3,3,2,7,4,8,Summer,949,5447.26,5.74,61.7,25099,15581,18709.44,0
GTA5-112398,30/06/2024,20,3,2,2,8,4,8,Summer,856,7404.4,8.65,42.3,22588,9593,11401.82,0
GTA5-112476,30/06/2024,21,3,2,2,8,4,8,Summer,187,1479.17,7.91,47.2,4920,1730,1574.91,0
GTA5-112388,30/06/2024,21,6,1,2,8,2,8,Summer,165,1245.75,7.55,49.6,4123,1679,1346.68,0
GTA5-112416,30/06/2024,22,7,2,2,7,2,8,Summer,542,4086.68,7.54,49.7,12775,7905,9709.92,0
GTA5-112437,30/06/2024,23,5,1,2,9,4,8,Summer,529,3766.48,7.12,52.5,11163,3932,3066.98,0
GTA5-112402,30/06/2024,24,4,4,2,7,4,8,Summer,166,898.06,5.41,63.9,4061,2212,3668.78,0
GTA5-112443,30/06/2024,25,4,1,2,10,4,8,Summer,82,764.24,9.32,37.8,2565,1095,1176.96,0
GTA5-112399,30/06/2024,26,4,3,2,10,4,8,Summer,684,4473.36,6.54,56.4,21345,7630,10212.19,0
GTA5-112391,30/06/2024,27,7,2,2,7,2,8,Summer,1791,16907.04,9.44,37,53503,18144,29578.47,0
GTA5-112429,30/06/2024,28,3,2,2,11,4,8,Summer,248,2356,9.5,36.6,9682,4045,5733.83,0
GTA5-112390,30/06/2024,29,5,2,2,7,4,8,Summer,3637,36624.59,10.07,32.8,101085,43605,51310.42,0
GTA5-112445,30/06/2024,30,4,1,2,9,4,8,Summer,254,2105.66,8.29,44.7,6562,2454,2916.46,0
GTA5-112435,30/06/2024,31,7,1,2,11,2,8,Summer,540,4849.2,8.98,40.1,11644,5208,8532.6,0
GTA5-112449,30/06/2024,32,5,2,2,11,4,8,Summer,1195,13778.35,11.53,23.1,31537,15915,16213.15,0
GTA5-112447,30/06/2024,33,5,3,2,7,4,8,Summer,495,4088.7,8.26,44.9,25273,9715,11146.43,0
GTA5-112460,30/06/2024,34,4,2,2,10,4,8,Summer,375,2898.75,7.73,48.4,5855,3034,4870.03,0
GTA5-112457,30/06/2024,35,5,3,2,9,4,8,Summer,2612,23090.08,8.84,41,46132,23600,19726.11,0
GTA5-112420,30/06/2024,36,6,4,2,7,2,8,Summer,1300,10153,7.81,47.9,29309,17640,18965.87,0
GTA5-112412,30/06/2024,37,4,2,2,7,4,8,Summer,226,2126.66,9.41,37.2,6740,3011,2323.19,0
GTA5-112425,30/06/2024,38,6,2,2,11,2,8,Summer,608,4955.2,8.15,45.6,14400,11657,16387.12,0
GTA5-112401,30/06/2024,39,6,4,2,11,2,8,Summer,993,8033.37,8.09,46,33985,12255,14102.92,0
GTA5-112392,30/06/2024,40,6,2,2,10,2,8,Summer,1989,15613.65,7.85,47.6,46554,31778,33140.5,0
GTA5-112428,30/06/2024,41,7,2,2,9,2,8,Summer,1762,19699.16,11.18,25.4,62692,28643,29538.57,0
GTA5-112406,30/06/2024,42,4,1,2,8,4,8,Summer,282,2898.96,10.28,31.4,7117,4490,6541.11,0
GTA5-112426,30/06/2024,43,4,4,2,7,4,8,Summer,391,3241.39,8.29,44.7,11218,6641,7478.74,0
GTA5-112439,30/06/2024,44,5,1,2,8,4,8,Summer,496,4960,10,33.3,11622,9084,4047.28,0
GTA5-112421,30/06/2024,45,3,3,2,11,4,8,Summer,379,3892.33,10.27,31.5,11547,7420,11080.23,0
GTA5-112423,30/06/2024,46,3,3,2,7,4,8,Summer,456,3634.32,7.97,46.8,8428,4574,8705.39,0
GTA5-112451,30/06/2024,47,4,3,2,11,4,8,Summer,285,1832.55,6.43,57.1,5887,4482,3615.17,0
GTA5-112409,30/06/2024,48,6,3,2,8,2,8,Summer,513,3355.02,6.54,56.4,10893,4757,5462.1,0
GTA5-112444,30/06/2024,49,5,2,2,10,4,8,Summer,560,4541.6,8.11,45.9,10524,3919,6679.12,0
GTA5-112441,30/06/2024,50,5,2,2,11,4,8,Summer,1296,10899.36,8.41,43.9,21922,17325,16011.75,0
GTA5-112381,30/06/2024,51,5,2,2,10,4,8,Summer,1542,9483.3,6.15,59,35840,12704,23296.89,0
GTA5-112469,30/06/2024,51,3,4,2,10,4,8,Summer,1001,9599.59,9.59,36,33480,22665,21776.14,0
GTA5-112440,30/06/2024,52,7,2,2,9,2,8,Summer,383,3772.55,9.85,34.3,8801,4967,6834.8,0
GTA5-112452,30/06/2024,53,4,2,2,11,4,8,Summer,135,1012.5,7.5,50,3253,2247,2550.5,0
GTA5-112448,30/06/2024,54,5,1,2,8,4,8,Summer,147,1531.74,10.42,30.5,4578,3137,4066.08,0
GTA5-112394,30/06/2024,55,4,2,2,10,4,8,Summer,1181,10794.34,9.14,39,50535,17510,23534.05,0
GTA5-112458,30/06/2024,56,4,2,2,10,4,8,Summer,1129,9675.53,8.57,42.8,21295,15754,17550.03,0
GTA5-112463,30/06/2024,57,7,2,2,10,2,8,Summer,351,3910.14,11.14,25.7,15597,10479,4970.83,0
GTA5-112397,30/06/2024,58,4,4,2,9,4,8,Summer,513,3555.09,6.93,53.8,20816,7178,17096.21,0
GTA5-112465,30/06/2024,59,7,2,2,10,2,8,Summer,490,3831.8,7.82,47.8,7002,3121,6157.87,0
GTA5-112442,30/06/2024,60,5,2,2,7,4,8,Summer,648,7225.2,11.15,25.6,12765,10079,6232.34,0
GTA5-112386,30/06/2024,61,5,2,2,11,4,8,Summer,577,3017.71,5.23,65.1,9521,3527,5377.75,0
GTA5-112474,30/06/2024,61,6,1,2,9,2,8,Summer,365,2606.1,7.14,52.4,7478,2591,5635.49,0
GTA5-112455,30/06/2024,62,3,2,2,9,4,8,Summer,989,10611.97,10.73,28.4,30352,10127,20696.25,0
GTA5-112395,30/06/2024,63,5,2,2,9,4,8,Summer,1362,11985.6,8.8,41.3,42302,19461,33561.26,0
GTA5-112430,30/06/2024,64,5,1,2,9,4,8,Summer,1029,8561.28,8.32,44.5,23976,13231,14507.15,0
GTA5-112407,30/06/2024,65,4,3,2,11,4,8,Summer,712,4749.04,6.67,55.5,17681,7072,11556.54,0
GTA5-112432,30/06/2024,66,7,2,2,8,2,8,Summer,489,4000.02,8.18,45.4,13335,9482,14435.29,0
GTA5-112461,30/06/2024,67,3,1,2,10,4,8,Summer,2121,19428.36,9.16,38.9,48053,29028,18914.81,0
GTA5-112424,30/06/2024,68,5,1,2,11,4,8,Summer,1357,11466.65,8.45,43.6,31383,23770,31217.63,0
GTA5-112427,30/06/2024,69,6,2,2,10,2,8,Summer,528,4746.72,8.99,40,10709,4687,7977.44,0
GTA5-112464,30/06/2024,70,5,4,2,11,4,8,Summer,1002,6282.54,6.27,58.2,28887,10472,15312.15,0
GTA5-112454,30/06/2024,71,3,2,2,10,4,8,Summer,414,3394.8,8.2,45.3,12394,4849,11642.24,0
GTA5-112419,30/06/2024,72,7,4,2,8,2,8,Summer,291,2726.67,9.37,37.5,8426,4674,5383.93,0
GTA5-112408,30/06/2024,73,5,1,2,9,4,8,Summer,889,8232.14,9.26,38.2,31013,11873,16104.93,0
GTA5-112434,30/06/2024,74,6,2,2,8,2,8,Summer,2002,16056.04,8.02,46.5,47741,35375,44983.24,0
GTA5-112393,30/06/2024,75,7,1,2,7,2,8,Summer,1544,11502.8,7.45,50.3,32551,20855,10363.43,0
GTA5-112414,30/06/2024,76,4,1,2,9,4,8,Summer,234,1766.7,7.55,49.6,8700,5145,3638.81,0
GTA5-112396,30/06/2024,77,7,2,2,8,2,8,Summer,764,5072.96,6.64,55.7,23125,18845,11547.45,0
GTA5-112400,30/06/2024,78,4,2,2,11,4,8,Summer,762,5974.08,7.84,47.7,24833,10748,13518.84,0
GTA5-112446,30/06/2024,79,7,4,2,10,2,8,Summer,1300,7423,5.71,61.9,33017,21863,15399.19,0
GTA5-112410,30/06/2024,80,5,2,2,7,4,8,Summer,1117,9326.95,8.35,44.3,41282,15058,42395.14,0
GTA5-112415,30/06/2024,81,3,2,2,11,4,8,Summer,326,2190.72,6.72,55.2,7327,2703,4049.3,0
GTA5-112436,30/06/2024,82,3,1,2,11,4,8,Summer,1013,9532.33,9.41,37.2,29146,13411,22930.44,0
GTA5-112417,30/06/2024,83,7,1,2,9,2,8,Summer,528,4440.48,8.41,43.9,11143,6609,11159.65,0
GTA5-112433,30/06/2024,84,5,1,2,10,4,8,Summer,1860,11736.6,6.31,57.9,34650,18817,27257.91,0
GTA5-112389,30/06/2024,85,7,1,2,10,2,8,Summer,2891,18415.67,6.37,57.5,85779,30702,54230.34,0
GTA5-112379,30/06/2024,86,6,2,2,8,2,8,Summer,3977,32173.93,8.09,46,123265,91856,142337.29,0
GTA5-112467,30/06/2024,86,6,1,2,10,2,8,Summer,4385,30695,7,53.3,155435,59866,59603.97,0
GTA5-112387,30/06/2024,87,5,2,2,9,4,8,Summer,247,1291.81,5.23,65.1,5099,2232,1987.3,0
GTA5-112475,30/06/2024,87,5,2,2,11,4,8,Summer,209,1582.13,7.57,49.5,4376,2667,1956.08,0
GTA5-112456,30/06/2024,88,7,3,2,10,2,8,Summer,712,4108.24,5.77,61.5,20062,11545,11116.42,0
GTA5-112504,31/07/2024,1,3,1,2,7,4,8,Summer,339,3105.24,9.16,38.9,10879,8334,4816.62,0
GTA5-112569,31/07/2024,2,3,2,2,10,4,8,Summer,628,4509.04,7.18,52.1,17647,7672,13317.73,0
GTA5-112481,31/07/2024,2,4,2,2,7,4,8,Summer,520,5220.8,10.04,33,15619,9431,7636.65,0
GTA5-112514,31/07/2024,3,3,2,2,8,4,8,Summer,121,1345.52,11.12,25.8,5748,3246,5357.92,0
GTA5-112552,31/07/2024,4,5,2,2,10,4,8,Summer,2444,24684.4,10.1,32.6,52610,32170,29556.03,0
GTA5-112520,31/07/2024,5,6,1,2,9,2,8,Summer,768,7042.56,9.17,38.8,23678,14683,8956.66,0
GTA5-112502,31/07/2024,6,5,2,2,10,4,8,Summer,324,2747.52,8.48,43.4,10443,5597,6487.12,0
GTA5-112505,31/07/2024,7,7,2,2,7,2,8,Summer,421,3709.01,8.81,41.2,7098,4941,4113.95,0
GTA5-112523,31/07/2024,8,6,2,2,10,2,8,Summer,444,4604.28,10.37,30.8,13368,9364,12399.35,0
GTA5-112544,31/07/2024,9,3,1,2,10,4,8,Summer,1004,7821.16,7.79,48,29714,12502,14282.97,0
GTA5-112480,31/07/2024,10,3,2,2,7,4,8,Summer,1698,15808.38,9.31,37.9,32718,24518,10074.08,0
GTA5-112568,31/07/2024,10,4,2,2,11,4,8,Summer,1264,11135.84,8.81,41.2,31172,12272,23792.78,0
GTA5-112524,31/07/2024,11,6,2,2,11,2,8,Summer,368,2888.8,7.85,47.6,12884,5231,12246.62,0
GTA5-112547,31/07/2024,12,4,2,2,10,4,8,Summer,76,601.16,7.91,47.2,2875,1060,2145.69,0
